UNIT_ID	UNIT_CAT	LEVEL	PREV_ID	RACE_ID	SUBRACE	BRANCH	SIZE_SMALL	SEX_M	ENROLL_C	ENROLL_B	NAME_TXT	DESC_TXT	ABIL_TXT	ATTACK_ID	ATTACK2_ID	ATCK_TWICE	HIT_POINT	BASE_UNIT	ARMOR	REGEN	REVIVE_C	HEAL_C	TRAINING_C	XP_KILLED	UPGRADE_B	XP_NEXT	MOVE	SCOUT	LIFE_TIME	LEADERSHIP	NEGOTIATE	LEADER_CAT	DYN_UPG1	DYN_UPG_LV	DYN_UPG2	WATER_ONLY	DEATH_ANIM
g000uu0156	0	5	g000uu0015	g000rr0000	1	0	True	True	g3250:r0000:y0000:e0000:w0000	g000000000	x000tg2156	x000tg2656	x000tgb006	g000aa0156	g000000000	False	245	G000000000	30	5	g0800:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	320	g000bb0005	2200	0	0	0	0	0	0	g000DU0156	10	g002DU0156	False	1
g000uu0157	0	4	g000uu0005	g000rr0000	1	0	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg2157	x000tg2657	x000tgb006	g000aa0157	g000000000	False	210	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	190	g000bb0009	1125	0	0	0	0	0	0	g000DU0157	10	g002DU0157	False	1
g000uu0158	0	4	g000uu0031	g000rr0001	4	3	False	True	g2800:r0000:y0000:e0000:w0000	g000000000	x000tg2158	x000tg2658	x000tgb006	g000aa0158	g002aa5026	False	450	G000000000	0	5	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	750	g000bb0043	3150	0	0	0	0	0	0	g000DU0158	10	g002DU0158	False	3
g000uu0159	0	4	g000uu0032	g000rr0001	4	3	False	True	g2600:r0000:y0000:e0000:w0000	g000000000	x000tg2159	x000tg2659	x000tgb006	g000aa0159	g000aa1159	True	450	G000000000	0	5	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	610	g000bb0045	3050	0	0	0	0	0	0	g000DU0159	10	g002DU0159	False	3
g000uu0160	0	4	g000uu0035	g000rr0001	4	2	True	False	g1310:r0000:y0000:e0000:w0000	g000000000	x000tg2160	x000tg2660	x000tgb006	g000aa0160	g000aa1160	False	150	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	120	g000bb0039	1450	0	0	0	0	0	0	g000DU0160	14	g002DU0160	False	3
g000uu0161	0	3	g000uu0034	g000rr0001	4	2	True	False	g0700:r0000:y0000:e0000:w0000	g000000000	x000tg2161	x000tg2661	x000tgb006	g000aa0161	g000000000	False	120	G000000000	0	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	90	g000bb0040	450	0	0	0	0	0	0	g000DU0161	13	g002DU0161	False	3
g000uu0162	0	3	g000uu0027	g000rr0001	4	1	True	True	g0750:r0000:y0000:e0000:w0000	g000000000	x000tg2162	x000tg2662	x000tgb006	g000aa0162	g015aa8128	False	165	G000000000	0	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	175	g000bb0035	1200	0	0	0	0	0	0	g000DU0162	10	g002DU0162	False	3
g000uu0163	0	4	g000uu0041	g000rr0001	4	0	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg2163	x000tg2663	x000tgb006	g000aa0163	g000aa1163	False	200	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	285	g000bb0032	2750	0	0	0	0	0	0	g000DU0163	10	g002DU0163	False	3
g000uu0164	0	4	g000uu0041	g000rr0001	4	0	True	True	g2300:r0000:y0000:e0000:w0000	g000000000	x000tg2164	x000tg2664	x000tgb006	g000aa0164	g000000000	False	250	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	250	g000bb0033	1500	0	0	0	0	0	0	g000DU0164	10	g002DU0164	False	3
g000uu0165	0	5	g000uu0040	g000rr0001	4	0	True	True	g3250:r0000:y0000:e0000:w0000	g000000000	x000tg2165	x000tg2665	x000tgb006	g000aa0165	g025aa8128	True	325	G000000000	0	5	g0800:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	310	g000bb0030	2200	0	0	0	0	0	0	g000DU0165	10	g002DU0165	False	3
g000uu0166	0	4	g000uu0054	g000rr0002	3	0	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg2166	x000tg2666	x000tgb006	g000aa0166	g001aa0166	False	270	G000000000	0	25	g0600:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	215	g000bb0052	1475	0	0	0	0	0	0	g000DU0166	10	g002DU0166	False	2
g000uu0167	0	3	g000uu0056	g000rr0002	3	1	False	True	g1400:r0000:y0000:e0000:w0000	g000000000	x000tg2167	x000tg2667	x000tgb006	g000aa0167	g000000000	False	175	G000000000	65	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	535	g000bb0054	2500	0	0	0	0	0	0	g000DU0167	10	g002DU0167	False	2
g000uu0168	0	5	g000uu0060	g000rr0002	3	3	False	True	g5000:r0000:y0000:e0000:w0000	g000000000	x000tg2168	x000tg2668	x000tgb006	g000aa0168	g000aa1168	False	575	G000000000	15	20	g1000:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1285	g000bb0067	4550	0	0	0	0	0	0	g000DU0168	10	g002DU0168	False	2
g000uu0169	0	5	g000uu0061	g000rr0002	3	3	False	True	g6000:r0000:y0000:e0000:w0000	g000000000	x000tg2169	x000tg2669	x000tgb006	g000aa0169	g001aa1169	False	550	G000000000	10	20	g1000:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1050	g000bb0069	3875	0	0	0	0	0	0	g000DU0169	10	g002DU0169	False	2
g000uu0170	0	5	g000uu0061	g000rr0002	3	3	False	True	g6000:r0000:y0000:e0000:w0000	g000000000	x000tg2170	x000tg2670	x000tgb006	g000aa0170	g000aa1170	True	700	G000000000	10	20	g1000:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1025	g000bb0070	3850	0	0	0	0	0	0	g000DU0170	10	g002DU0170	False	2
g000uu0171	0	3	g000uu0063	g000rr0002	3	2	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg0682	x000tg0683	x000tgb006	g000aa0171	g000000000	False	120	G000000000	0	5	g0400:r0000:y0000:e0000:w0000	g0005:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	120	g000bb0059	1200	0	0	0	0	0	0	g000DU0171	10	g002DU0171	False	2
g000uu0172	0	5	g000uu0066	g000rr0002	3	2	True	True	g2260:r0000:y0000:e0000:w0000	g000000000	x000tg2172	x000tg2672	x000tgb006	g000aa0172	g000000000	False	175	G000000000	0	15	g1000:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	290	g000bb0058	2850	0	0	0	0	0	0	g000DU0172	10	g002DU0172	False	2
g000uu0173	0	4	g000uu0068	g000rr0002	3	2	True	False	g1310:r0000:y0000:e0000:w0000	g000000000	x000tg2173	x000tg2673	x000tgb006	g000aa0173	g002aa0081	True	160	G000000000	15	10	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	305	g000bb0063	1325	0	0	0	0	0	0	g000DU0173	14	g002DU0173	False	2
g000uu0174	0	3	g000uu0079	g000rr0003	2	1	True	False	g0650:r0000:y0000:e0000:w0000	g000000000	x000tg2174	x000tg2674	x000tgb006	g000aa0174	g000000000	True	135	G000000000	5	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	100	g000bb0082	725	0	0	0	0	0	0	g000DU0174	13	g002DU0174	False	7
g000uu0175	0	5	g000uu0083	g000rr0003	2	2	True	True	g3250:r0000:y0000:e0000:w0000	g000000000	x000tg2175	x000tg2675	x000tgb006	g000aa2075	g001aa2075	False	210	G000000000	0	5	g0800:r0000:y0000:e0000:w0000	g0005:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	360	g000bb0086	3250	0	0	0	0	0	0	g000DU0175	10	g002DU0175	False	4
g000uu0176	0	5	g000uu0084	g000rr0003	2	2	True	True	g3250:r0000:y0000:e0000:w0000	g000000000	x000tg2176	x000tg2676	x000tgb006	g000aa0176	g000000000	False	170	G000000000	0	5	g0800:r0000:y0000:e0000:w0000	g0006:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	350	g000bb0088	3275	0	0	0	0	0	0	g000DU0176	10	g002DU0176	False	4
g000uu0177	0	4	g000uu0085	g000rr0003	2	2	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg2177	x000tg2677	x000tgb006	g000aa0177	g000aa1177	False	155	G000000000	10	5	g0600:r0000:y0000:e0000:w0000	g0005:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	165	g000bb0090	1800	0	0	0	0	0	0	g000DU0177	10	g002DU0177	False	4
g000uu0178	0	4	g000uu0085	g000rr0003	2	2	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg2178	x000tg2678	x000tgb006	g000aa0178	g000000000	False	145	G000000000	15	5	g0600:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	150	g000bb0091	1475	0	0	0	0	0	0	g000DU0178	10	g002DU0178	False	4
g000uu0179	0	5	g000uu0089	g000rr0003	2	0	True	True	g3250:r0000:y0000:e0000:w0000	g000000000	x000tg2179	x000tg2679	x000tgb006	g000aa0179	g000aa1179	False	320	G000000000	10	5	g0800:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	350	g000bb0078	2125	0	0	0	0	0	0	g000DU0179	10	g002DU0179	False	4
g000uu0180	0	4	g000uu0095	g000rr0003	2	3	False	True	g2800:r0000:y0000:e0000:w0000	g000000000	x000tg2180	x000tg2680	x000tgb006	g000aa0180	g000aa1180	False	450	G000000000	0	10	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	755	g000bb0094	3600	0	0	0	0	0	0	g000DU0180	10	g002DU0180	False	4
g000uu0181	0	4	g000uu0095	g000rr0003	2	3	False	True	g2800:r0000:y0000:e0000:w0000	g000000000	x000tg2181	x000tg2681	x000tgb006	g000aa0181	g000000000	False	525	G000000000	0	10	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	900	g000bb0095	3350	0	0	0	0	0	0	g000DU0181	10	g002DU0181	False	4
g000uu6001	2	1	g000000000	g000rr0004	5	5	True	True	g6850:r0000:y0000:e0000:w0000	g000000000	x000tg2401	x000tg2701	x000tgb006	g000aa6001	g000aa6501	False	300	g000uu6101	0	5	g0600:r0000:y0000:e0000:w0000	g0008:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	720	g000000000	5750	25	5	0	6	65	1	g000DU6001	10	g002DU6001	False	2
g000uu6002	2	1	g000000000	g000rr0004	5	5	False	True	g9900:r0000:y0000:e0000:w0000	g000000000	x000tg2402	x000tg2702	x000tgb006	g000aa6002	g000aa6502	False	1700	g000uu6102	0	50	g1000:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	9950	g000000000	9900	35	6	0	6	70	1	g000DU6002	10	g002DU6002	False	2
g000uu6003	2	1	g000000000	g000rr0004	5	5	True	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2403	x000tg2703	x000tgb006	g000aa6003	g000000000	False	100	g000uu6103	0	5	g0050:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	50	g000000000	400	30	5	0	6	13	1	g000DU6003	16	g002DU6003	False	1
g000uu6004	2	1	g000000000	g000rr0004	5	5	False	False	g0050:r0000:y0000:e0000:w0000	g000000000	x000tg2404	x000tg2704	x000tgb006	g000aa6004	g000000000	False	100	g000uu6104	0	5	g0050:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	20	g000000000	100	15	5	0	6	10	1	g000DU6004	10	g002DU6004	False	2
g000uu6008	2	1	g000000000	g000rr0004	6	5	True	True	g2950:r0000:y0000:e0000:w0000	g000000000	x000tg2408	x000tg2708	x000tgb006	g000aa6008	g001aa6008	False	200	g000uu6108	30	5	g0800:r0000:y0000:e0000:w0000	g0005:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	195	g000000000	1950	30	5	0	6	46	1	g000DU6008	10	g002DU6008	False	5
g000uu6006	2	1	g000000000	g000rr0004	5	5	True	False	g1200:r0000:y0000:e0000:w0000	g000000000	x000tg2406	x000tg2706	x000tgb006	g000aa6006	g001aa6006	False	250	g000uu6106	20	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	200	g000000000	1600	25	6	0	6	24	1	g000DU6006	10	g002DU6006	False	3
g000uu6010	2	1	g000000000	g000rr0004	5	5	False	True	g8000:r0000:y0000:e0000:w0000	g000000000	x000tg2410	x000tg2710	x000tgb006	g000aa6010	g000aa6510	True	2000	g000uu6110	0	5	g1000:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	2570	g000000000	9900	25	5	0	6	69	1	g000DU6010	10	g002DU6010	False	3
g000uu6005	2	1	g000000000	g000rr0004	5	5	True	True	g9000:r0000:y0000:e0000:w0000	g000000000	x000tg2405	x000tg2705	x000tgb006	g000aa6005	g025aa8000	False	900	g000uu6105	0	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1760	g000000000	5000	20	6	0	6	70	1	g000DU6005	10	g002DU6005	False	5
g000uu6009	2	1	g000000000	g000rr0004	5	5	True	False	g1500:r0000:y0000:e0000:w0000	g000000000	x000tg2409	x000tg2709	x000tgb006	g000aa6009	g000000000	False	95	g000uu6109	0	5	g0400:r0000:y0000:e0000:w0000	g0005:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	215	g000000000	2140	30	6	0	6	28	1	g000DU6009	10	g002DU6009	False	4
g000uu6007	2	1	g000000000	g000rr0004	5	5	True	True	g4100:r0000:y0000:e0000:w0000	g000000000	x000tg2407	x000tg2707	x000tgb006	g000aa6007	g000000000	False	250	g000uu6107	0	5	g1000:r0000:y0000:e0000:w0000	g0005:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	735	g000000000	3675	15	5	0	6	55	1	g000DU6007	10	g002DU6007	False	4
g000uu6011	2	1	g000000000	g000rr0004	5	5	False	True	g7000:r0000:y0000:e0000:w0000	g000000000	x000tg2411	x000tg2711	x000tgb006	g000aa6011	g000000000	True	1020	g000uu6111	0	5	g1000:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	2790	g000000000	9900	30	6	0	6	66	1	g000DU6011	10	g002DU6011	False	2
g000uu6012	2	1	g000000000	g000rr0004	12	5	False	True	g1500:r0000:y0000:e0000:w0000	g000000000	x000tg2412	x000tg2712	x000tgb006	g000aa6012	g001aa6012	False	310	g000uu6112	0	5	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	333	g000000000	1250	15	5	0	6	28	1	g000DU6012	10	g002DU6012	False	5
g000uu6013	2	1	g000000000	g000rr0004	5	5	True	True	g0260:r0000:y0000:e0000:w0000	g000000000	x000tg2413	x000tg2713	x000tgb006	g000aa6013	g000000000	False	75	g000uu6113	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	75	g000000000	750	20	5	0	6	13	1	g000DU6013	10	g002DU6013	False	4
g000uu6014	2	1	g000000000	g000rr0004	5	5	True	True	g3500:r0000:y0000:e0000:w0000	g000000000	x000tg2414	x000tg2714	x000tgb006	g000aa6014	g000000000	False	310	g000uu6114	0	5	g1000:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1085	g000000000	9500	25	5	0	6	50	1	g000DU6014	10	g002DU6014	False	4
g000uu6015	2	1	g000000000	g000rr0004	5	5	True	True	g4500:r0000:y0000:e0000:w0000	g000000000	x000tg2415	x000tg2715	x000tgb006	g000aa6015	g001aa0043	False	400	g000uu6115	30	5	g0800:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	550	g000000000	4500	20	6	0	6	57	1	g000DU6015	10	g002DU6015	False	3
g000uu6016	2	1	g000000000	g000rr0004	5	5	False	True	g5600:r0000:y0000:e0000:w0000	g000000000	x000tg2416	x000tg2716	x000tgb006	g000aa6016	g000aa6516	False	800	g000uu6116	30	5	g1000:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1370	g000000000	5000	20	5	0	6	62	1	g000DU6016	10	g002DU6016	False	5
g000uu6017	2	1	g000000000	g000rr0004	5	5	True	True	g3250:r0000:y0000:e0000:w0000	g000000000	x000tg2417	x000tg2717	x000tgb006	g000aa6017	g001aa9015	False	400	g000uu6117	0	5	g1000:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	360	g000000000	2900	30	5	0	6	50	1	g000DU6017	10	g002DU6017	False	4
g000uu6018	2	1	g000000000	g000rr0004	7	5	False	False	g5500:r0000:y0000:e0000:w0000	g000000000	x000tg2418	x000tg2718	x000tgb006	g000aa6018	g000000000	False	800	g000uu6118	0	50	g1000:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	2575	g000000000	9900	35	5	0	6	61	1	g000DU6018	10	g002DU6018	False	6
g000uu5137	2	1	g000000000	g000rr0004	13	5	False	True	g1300:r0000:y0000:e0000:w0000	g000000000	x000tg2237	x000tg2837	x000tgb006	g000aa5037	g000000000	False	300	g000uu5037	0	5	g0600:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	300	g000000000	975	30	5	0	6	25	1	g000DU5037	10	g002DU5037	False	5
g000uu5352	2	1	g000000000	g000rr0004	6	5	True	True	g1310:r0000:y0000:e0000:w0000	g000000000	x000tg2152	x000tg2652	x000tgb006	g000aa0152	g000000000	False	110	g000uu0152	30	5	g0600:r0000:y0000:e0000:w0000	g0004:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	310	g000000000	2300	30	5	0	6	25	1	g000DU0152	10	g002DU0152	False	1
g000uu5354	2	1	g000000000	g000rr0004	6	5	True	True	g0750:r0000:y0000:e0000:w0000	g000000000	x000tg2154	x000tg2654	x000tgb006	g000aa0154	g000aa1154	False	135	g000uu0154	0	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	125	g000000000	1100	30	5	0	6	18	1	g000DU0154	10	g002DU0154	False	1
g000uu5356	2	1	g000000000	g000rr0004	6	5	True	True	g2300:r0000:y0000:e0000:w0000	g000000000	x000tg2156	x000tg2656	x000tgb006	g000aa0156	g000000000	False	245	g000uu0156	30	5	g0800:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	320	g000000000	2200	35	5	0	6	38	1	g000DU0156	10	g002DU0156	False	1
g000uu5358	2	1	g000000000	g000rr0004	5	5	False	True	g2800:r0000:y0000:e0000:w0000	g000000000	x000tg2158	x000tg2658	x000tgb006	g000aa0158	g002aa5026	False	400	g000uu0158	0	5	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	750	g000000000	3150	30	5	0	6	44	1	g000DU0158	10	g002DU0158	False	3
g000uu5363	2	1	g000000000	g000rr0004	5	5	True	True	g1800:r0000:y0000:e0000:w0000	g000000000	x000tg2163	x000tg2663	x000tgb006	g000aa0163	g000aa1163	False	200	g000uu0163	0	5	g0800:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	285	g000000000	2400	25	5	0	6	32	1	g000DU0163	10	g002DU0163	False	3
g000uu5367	2	1	g000000000	g000rr0004	5	5	False	True	g1400:r0000:y0000:e0000:w0000	g000000000	x000tg2167	x000tg2667	x000tgb006	g000aa0167	g000000000	False	175	g000uu0167	65	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	535	g000000000	2500	30	5	0	6	27	1	g000DU0167	10	g002DU0167	False	2
g000uu5368	2	1	g000000000	g000rr0004	5	5	False	True	g5000:r0000:y0000:e0000:w0000	g000000000	x000tg2168	x000tg2668	x000tgb006	g000aa0168	g000aa1168	False	575	g000uu0168	15	20	g1000:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1285	g000000000	4550	30	6	0	6	59	1	g000DU0168	6	g002DU0168	False	2
g000uu5370	2	1	g000000000	g000rr0004	5	5	False	True	g6000:r0000:y0000:e0000:w0000	g000000000	x000tg2170	x000tg2670	x000tgb006	g000aa0170	g000aa1170	True	700	g000uu0170	10	20	g1000:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1025	g000000000	3850	30	6	0	6	64	1	g000DU0170	10	g002DU0170	False	2
g000uu5380	2	1	g000000000	g000rr0004	5	5	False	True	g2800:r0000:y0000:e0000:w0000	g000000000	x000tg2180	x000tg2680	x000tgb006	g000aa0180	g000aa1180	False	450	g000uu0180	0	10	g0800:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	755	g000000000	3600	30	5	0	6	44	1	g000DU0180	10	g002DU0180	False	4
g000uu0190	0	1	g000000000	g000rr0001	4	0	True	True	g2300:r0000:y0000:e0000:w0000	g000000000	x000tg2190	x000tg2690	x000tgb006	g000aa0190	g000000000	False	275	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	200	g000000000	1975	0	0	0	0	0	0	g000DU0190	10	g002DU0190	False	3
g000uu5038	0	1	g000000000	g000rr0004	13	0	False	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2238	x000tg2838	x000tgb006	g000aa5038	g000000000	False	270	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	130	g000000000	650	0	0	0	0	0	0	g000DU5038	10	g002DU5038	False	5
g000uu5039	0	1	g000000000	g000rr0004	13	0	True	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2239	x000tg2839	x000tgb006	g000aa5039	g000000000	False	180	G000000000	0	5	g0200:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	90	g000000000	700	0	0	0	0	0	0	g000DU5039	10	g002DU5039	False	5
g000uu5040	0	1	g000000000	g000rr0004	12	0	True	True	g1400:r0000:y0000:e0000:w0000	g000000000	x000tg2240	x000tg2840	x000tgb006	g000aa5040	g025aa8128	False	250	G000000000	0	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	160	g000000000	1275	0	0	0	0	0	0	g000DU5040	10	g002DU5040	False	5
g000uu6019	2	1	g000000000	g000rr0004	5	5	True	False	g5400:r0000:y0000:e0000:w0000	g000000000	x000tg2419	x000tg2719	x000tgb006	g000aa6019	g000000000	False	300	g000uu6119	0	5	g1000:r0000:y0000:e0000:w0000	g0006:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	900	g000000000	4100	30	5	0	6	61	1	g000DU6019	10	g002DU6019	False	4
g000uu6101	0	1	g000000000	g000rr0004	5	0	True	True	g6850:r0000:y0000:e0000:w0000	g000000000	x000tg2401	x000tg2701	x000tgb006	g000aa6001	g000aa6501	False	300	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0008:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	720	g000000000	5750	0	0	0	0	0	0	g000DU6001	10	g002DU6001	False	2
g000uu6102	0	1	g000000000	g000rr0004	5	0	False	True	g9900:r0000:y0000:e0000:w0000	g000000000	x000tg2402	x000tg2702	x000tgb006	g000aa6002	g000aa6502	False	1700	G000000000	0	50	g1000:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	9950	g000000000	9900	0	0	0	0	0	0	g000DU6002	10	g002DU6002	False	2
g000uu6103	0	1	g000000000	g000rr0004	5	0	True	True	g0300:r0000:y0000:e0000:w0000	g000000000	x000tg2403	x000tg2703	x000tgb006	g000aa6003	g000000000	False	100	G000000000	0	5	g0050:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	50	g000000000	400	0	0	0	0	0	0	g000DU6003	16	g002DU6003	False	1
g000uu6104	0	1	g000000000	g000rr0004	5	0	False	True	g0050:r0000:y0000:e0000:w0000	g000000000	x000tg2404	x000tg2704	x000tgb006	g000aa6004	g000000000	False	100	G000000000	0	5	g0050:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	20	g000000000	100	0	0	0	0	0	0	g000DU6004	10	g002DU6004	False	2
g000uu6105	0	1	g000000000	g000rr0004	5	0	True	True	g9000:r0000:y0000:e0000:w0000	g000000000	x000tg2405	x000tg2705	x000tgb006	g000aa6005	g025aa8000	False	900	G000000000	0	5	g0600:r0000:y0000:e0000:w0000	g0003:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	1760	g000000000	5000	0	0	0	0	0	0	g000DU6005	10	g002DU6005	False	5
g000uu6106	0	1	g000000000	g000rr0004	5	0	True	False	g1200:r0000:y0000:e0000:w0000	g000000000	x000tg2406	x000tg2706	x000tgb006	g000aa6006	g001aa6006	False	250	G000000000	20	5	g0400:r0000:y0000:e0000:w0000	g0002:r0000:y0000:e0000:w0000	g0001:r0000:y0000:e0000:w0000	200	g000000000	1600	0	0	0	0	0	0	g000DU6006	10	g002DU6006	False	3
