BELONGS_TO	DESC	TYPE	PERCENT	NUMBER	ABILITY	IMMUNITY	IMMUNECAT	MOVE	IMMUNITYC	IMMUNECATC
g002um0063	x000tgc001	12	0	0	0	2	2	0	0	0
g201um9042	x000tg0894	10	0	0	0	0	0	0	0	0
g201um9043	x101tga008	16	0	0	0	0	0	1	0	0
g024um0001	x000tgc001	12	0	0	0	7	2	0	0	0
g024um0005	x000tgc005	12	0	0	0	5	2	0	0	0
g024um0010	x000tgc010	12	0	0	0	6	2	0	0	0
g024um0011	x000tgc011	12	0	0	0	1	2	0	0	0
g024um0016	x000tgc016	12	0	0	0	4	2	0	0	0
g024um0018	x000tgc018	12	0	0	0	3	2	0	0	0
g024um2106	x000tg6000	9	15	0	0	0	2	0	0	0
g024um7546	x160tgc474	16	0	0	0	0	0	0	0	0
g024um0002	x000tgc001	12	0	0	0	3	2	0	0	0
g012um0001	x000tg0923	12	0	0	0	17	2	0	0	0
g002um0064	x000tgc003	4	25	0	0	0	2	0	0	0
g002um0065	x000tgc003	4	50	0	0	0	2	0	0	0
g002um0066	x000tg6000	3	30	0	0	0	2	0	0	0
g002um0066	x000tg6000	4	30	0	0	0	2	0	0	0
g200um0015	x000tg6000	13	20	0	0	0	0	0	0	0
g000um4027	x000tg6029	11	0	0	7	0	0	0	0	0
g002um0067	x000tg6000	6	50	2	0	0	0	0	0	0
g002um0067	x000tg6000	13	20	0	0	0	0	0	0	0
g002um0068	x000tgc013	3	15	0	0	0	0	0	0	0
g000um2202	x000tg6000	13	10	0	0	0	2	0	0	0
g000um2203	x000tg6000	13	10	0	0	0	2	0	0	0
g000um2204	x000tg6000	13	10	0	0	0	2	0	0	0
g000um2205	x000tg6000	13	10	0	0	0	2	0	0	0
g002um0068	x000tgc013	4	10	0	0	0	2	0	0	0
g000um2302	x000tg6000	15	10	0	0	0	2	0	0	0
g001um7541	x160tgc206	9	-10	0	0	0	0	0	0	0
g200um0016	x000tg0273	4	10	0	0	0	0	0	0	0
g200um0016	x000tg0273	3	10	0	0	0	0	0	0	0
g200um0017	x000tg0274	4	10	0	0	0	0	0	0	0
g200um0017	x000tg0274	9	10	0	0	0	0	0	0	0
g200um0018	x000tg0275	5	0	10	0	0	0	0	0	0
g200um0018	x000tg0275	6	10	1	0	0	0	0	0	0
g000um4104	x000tg6000	4	30	0	0	0	0	0	0	0
g000um4104	x000tg6000	3	20	0	0	0	0	0	0	0
g000um4105	x000tg6000	12	0	0	0	3	2	0	0	0
g000um4105	x000tg6000	6	30	1	0	0	0	0	0	0
g000um4106	x000tg8817	15	33	0	0	0	0	0	0	0
g000um4107	x000tga012	11	0	0	6	0	0	0	0	0
g000um4108	x000tg0740	17	15	0	0	0	0	0	0	0
g000um4109	x000tg6029	11	0	0	7	0	0	0	0	0
g002um0069	x000tg6000	4	10	0	0	0	0	0	0	0
g002um0070	x000tg6000	3	10	0	0	0	0	0	0	0
g002um0071	x000tg6000	4	33	0	0	0	0	0	0	0
g201um9044	x160tgc253	11	0	0	17	0	0	0	0	0
g005um0178	x000tg6000	3	-10	0	0	0	0	0	0	0
g005um0179	x000tgc002	9	-10	0	0	0	2	0	0	0
g005um0180	x000tgc005	12	0	0	0	5	2	0	0	0
g005um0181	x000tg6000	5	0	10	0	0	0	0	0	0
g005um0182	x000tgc018	12	0	0	0	4	2	0	0	0
g005um0183	x000tg6000	5	0	-15	0	0	0	0	0	0
g005um0184	x000tg6000	4	-15	0	0	0	0	0	0	0
g005um0185	x000tg6000	3	15	0	0	0	0	0	0	0
g005um0186	x000tgc002	9	15	0	0	0	2	0	0	0
g005um0187	x000tg6000	4	15	0	0	0	0	0	0	0
g006um0010	x000tgc011	12	0	0	0	0	2	0	0	0
g006um0011	x000tgc011	12	0	0	0	1	2	0	0	0
g006um0012	x000tgc011	12	0	0	0	3	2	0	0	0
g006um0013	x000tgc011	12	0	0	0	4	2	0	0	0
g006um0014	x000tgc011	12	0	0	0	5	2	0	0	0
g006um0015	x000tgc011	12	0	0	0	6	2	0	0	0
g006um0016	x000tgc011	12	0	0	0	7	2	0	0	0
g006um0022	x000tgc011	12	0	0	0	3	2	0	0	0
g006um0023	x000tgc011	12	0	0	0	4	2	0	0	0
g006um0024	x000tgc011	12	0	0	0	5	2	0	0	0
g006um0025	x000tgc011	12	0	0	0	6	2	0	0	0
g006um0026	x000tgc011	12	0	0	0	7	2	0	0	0
g000um4019	x000tg6000	6	10	1	0	0	2	0	0	0
g000um4021	x000tg6000	6	10	1	0	0	2	0	0	0
g000um4023	x000tg6000	6	10	1	0	0	2	0	0	0
g000um4024	x000tg6000	6	10	1	0	0	2	0	0	0
g000um4025	x000tg6000	6	10	1	0	0	2	0	0	0
g000um4026	x000tg6000	6	10	1	0	0	2	0	0	0
g111um9035	x000tg6035	13	10	0	0	0	0	0	0	0
g201um9045	x000tg0490	13	25	0	0	0	0	0	0	0
g201um9046	x000tg0491	13	50	0	0	0	0	0	0	0
g201um9047	x000tg0492	13	75	0	0	0	0	0	0	0
g201um9048	x000tg0493	13	100	0	0	0	0	0	0	0
g006um0027	x000tgc011	6	100	2	0	0	0	0	0	0
g006um0028	x000tg6000	5	0	10	0	0	0	0	0	0
g006um0028	x000tg6000	6	5	1	0	0	0	0	0	0
g006um0029	x000tg6000	5	0	10	0	0	0	0	0	0
g006um0029	x000tg6000	6	25	2	0	0	0	0	0	0
g006um0030	x000tg6000	5	0	10	0	0	0	0	0	0
g006um0030	x000tg6000	6	10	1	0	0	0	0	0	0
g006um0031	x000tg6000	4	10	0	0	0	0	0	0	0
g006um0031	x000tg6000	3	5	0	0	0	0	0	0	0
g006um0032	x000tg6000	4	10	0	0	0	0	0	0	0
g006um0032	x000tg6000	9	5	0	0	0	0	0	0	0
g006um0033	x000tg1308	10	0	0	0	0	2	3	0	0
g006um0033	x000tg1308	7	-20	0	0	0	2	0	0	0
g006um0034	x000tgc011	3	10	0	0	0	0	0	0	0
g006um0034	x000tgc011	9	5	0	0	0	0	0	0	0
g006um0034	x000tgc011	4	33	0	0	0	0	0	0	0
g201um9049	x008tg0101	14	0	0	0	0	0	0	1	3
g201um9050	x008tg0102	14	0	0	0	0	0	0	2	3
g201um9051	x008tg0103	14	0	0	0	0	0	0	3	3
g201um9055	x008tg0107	14	0	0	0	0	0	0	7	3
g201um9057	x008tg0109	14	0	0	0	0	0	0	9	3
g201um9058	x008tg0110	14	0	0	0	0	0	0	10	3
g201um9059	x008tg0111	14	0	0	0	0	0	0	11	3
g201um9060	x008tg0112	14	0	0	0	0	0	0	12	3
g201um9061	x008tg0113	14	0	0	0	0	0	0	13	3
g201um9063	x008tg0115	14	0	0	0	0	0	0	15	3
g201um9066	x008tg0118	14	0	0	0	0	0	0	18	3
g201um9070	x008tg0122	14	0	0	0	0	0	0	22	3
g201um9071	x008tg0123	14	0	0	0	0	0	0	23	3
g201um9073	x008tg0125	14	0	0	0	0	0	0	25	3
g201um9081	x009tg0101	14	0	0	0	0	0	0	1	2
g201um9082	x009tg0102	14	0	0	0	0	0	0	2	2
g201um9083	x009tg0103	14	0	0	0	0	0	0	3	2
g201um9087	x009tg0107	14	0	0	0	0	0	0	7	2
g201um9089	x009tg0109	14	0	0	0	0	0	0	9	2
g201um9090	x009tg0110	14	0	0	0	0	0	0	10	2
g201um9091	x009tg0111	14	0	0	0	0	0	0	11	2
g201um9092	x009tg0112	14	0	0	0	0	0	0	12	2
g201um9093	x009tg0113	14	0	0	0	0	0	0	13	2
g201um9095	x009tg0115	14	0	0	0	0	0	0	15	2
g201um9098	x009tg0118	14	0	0	0	0	0	0	18	2
g201um9102	x009tg0122	14	0	0	0	0	0	0	22	2
g201um9103	x009tg0123	14	0	0	0	0	0	0	23	2
g201um9105	x009tg0125	14	0	0	0	0	0	0	25	2
