ATT_ID	NAME_TXT	DESC_TXT	INITIATIVE	SOURCE	CLASS	POWER	REACH	QTY_HEAL	QTY_DAM	LEVEL	ALT_ATTACK	INFINITE	QTY_WARDS	WARD1	WARD2	WARD3	WARD4	CRIT_HIT
g000aa2048	x000tg1432	x000tg1432	40	6	1	75	1	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2049	x000tg1435	x000tg1435	50	0	1	80	3	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2050	x000tg1438	x000tg1438	40	7	1	80	1	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2051	x000tg5153	x000tg5153	60	1	17	100	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2052	x000tg5153	x000tg5153	60	2	17	100	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2053	x000tg1444	x000tg1444	40	0	1	80	3	0	110	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2054	x000tg1469	x000tg1469	60	2	1	80	2	0	95	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2055	x160tgc242	x160tgc242	55	0	1	85	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2056	x000tg5011	x000tg5011	10	2	6	100	1	30	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2057	x000tg5011	x000tg5011	25	2	6	100	2	50	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2058	x000tg0525	x000tg0525	40	1	1	75	1	0	110	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2060	x000tg0531	x000tg0531	70	2	24	100	1	0	0	0	g000000000	False	2	g002um0026	g003um0008	g000000000	g000000000	False
g000aa2061	x000tg5161	x000tg5161	60	2	19	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2062	x000tg0537	x000tg0537	35	0	1	80	3	0	120	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2063	x000tg0559	x000tg0559	30	6	1	80	2	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2064	x000tg0559	x000tg0559	40	6	1	80	2	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2065	x160tgc250	x160tgc250	45	6	1	90	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2066	x000tg5227	x000tg5227	40	0	1	80	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2067	x000tg5016	x000tg5016	70	2	16	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2068	x000tg5016	x000tg5016	70	2	16	100	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2069	x000tg5000	x000tg5000	60	2	1	80	3	0	85	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2070	x160tgc221	x160tgc221	60	0	1	80	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2071	x000tg0559	x000tg0559	60	6	1	80	2	0	110	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2072	x000tg1469	x000tg1469	70	2	1	75	2	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2073	x000tg5153	x000tg5153	70	2	17	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2074	x000tg8819	x000tg8819	55	3	12	80	2	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2075	x000tg5083	x000tg5083	40	3	2	80	1	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2076	x000tg0639	x000tg0639	50	0	1	80	1	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2077	x000tg0642	x000tg0642	55	7	1	80	2	0	85	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2078	x000tg5164	x000tg5164	60	2	17	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2079	x000tg5171	x000tg5171	70	1	20	100	2	0	0	0	g001aa2079	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2080	x000tg0686	x000tg0686	40	5	1	80	1	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2081	x000tg0707	x000tg0707	50	0	1	80	3	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2082	x000tg0730	x000tg0730	55	1	1	80	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2083	x000tg5011	x000tg5011	10	2	6	100	1	100	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2084	x000tg0735	x000tg0735	40	5	1	80	1	0	20	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2085	x000tg5240	x000tg5240	40	0	1	80	3	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2086	x000tg5207	x000tg5207	60	1	1	80	2	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2087	x000tg5097	x000tg5097	45	3	15	80	1	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2088	x000tg5021	x000tg5021	40	7	1	80	1	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2089	x000tg0776	x000tg0776	40	1	1	80	1	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2090	x000tg0775	x000tg0775	40	2	1	80	1	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2091	x000tg5051	x000tg5051	40	6	1	80	1	0	120	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2092	x000tg0777	x000tg0777	45	6	1	80	1	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2093	x000tg0780	x000tg0780	70	2	24	100	1	0	0	0	g000000000	False	1	g024um0011	g000000000	g000000000	g000000000	False
g000aa2094	x000tg0781	x000tg0780	70	2	24	100	1	0	0	0	g000000000	False	1	g024um0001	g000000000	g000000000	g000000000	False
g000aa2095	x000tg0782	x000tg0780	70	2	24	100	1	0	0	0	g000000000	False	1	g024um0005	g000000000	g000000000	g000000000	False
g000aa2096	x000tg0783	x000tg0780	70	2	24	100	1	0	0	0	g000000000	False	1	g024um0016	g000000000	g000000000	g000000000	False
g000aa2097	x000tg0784	x000tg0780	70	2	24	100	1	0	0	0	g000000000	False	1	g024um0010	g000000000	g000000000	g000000000	False
g000aa2098	x000tg5079	x000tg5079	35	1	3	70	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2099	x000tg5220	x000tg5220	40	2	1	75	1	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2100	x000tg4037	x000tg4037	40	2	2	75	1	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2101	x000tg5223	x000tg5223	40	2	1	75	1	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2102	x000tg5215	x000tg5215	40	0	1	70	3	0	105	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2103	x000tg0799	x000tg0799	50	6	1	80	2	0	95	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2104	x000tg5057	x000tg5057	30	0	1	70	3	0	15	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2105	x000tg0809	x000tg0809	70	1	1	80	2	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2106	x000tg0809	x000tg0809	50	1	1	80	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2107	x000tg5083	x000tg5083	50	0	2	80	3	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2108	x002tg5003	x002tg5003	45	0	1	80	3	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2109	x000tg5097	x000tg5097	40	0	15	80	3	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2110	x000tg5220	x000tg5220	35	3	1	80	1	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2111	x000tg5229	x000tg5229	30	0	1	80	3	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2112	x000tg0872	x000tg0872	60	3	1	80	2	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2113	x000tg0873	x000tg0873	45	0	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2114	x000tg5235	x000tg5235	50	0	1	80	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2115	x000tg5229	x000tg5229	50	0	1	75	3	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2116	x000tg5153	x000tg5153	70	2	17	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2117	x000tg5097	x000tg5097	90	2	15	85	2	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2118	x005tg3003	x005tg3003	45	2	1	80	1	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2119	x000tg5097	x000tg5097	40	2	15	85	2	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2120	x000tg5005	x000tg5005	50	0	1	80	3	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2121	x000tg0889	x000tg0889	60	2	1	95	1	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2122	x000tg5057	x000tg5057	45	0	1	80	3	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2123	x160tgc250	x160tgc250	60	0	1	80	2	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2124	x000tg5006	x000tg5006	45	0	1	80	2	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2125	x000tg5006	x000tg5006	50	0	1	80	2	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2126	x000tg5006	x000tg5006	55	0	1	80	2	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2127	x000tg0908	x000tg0908	45	0	1	80	3	0	85	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2128	x000tg0907	x000tg0907	40	0	1	80	3	0	140	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2129	x000tg5097	x000tg5097	40	0	15	80	3	0	85	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2130	x000tg5165	x000tg5165	40	0	1	80	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2131	x000tg5201	x000tg5201	35	0	1	80	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2132	x000tg5097	x000tg5097	30	0	15	80	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2133	x000tg5081	x000tg5081	60	3	1	80	2	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2134	x002tg5003	x000tg5003	40	0	1	80	3	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2135	x000tg5011	x000tg5011	10	2	6	100	1	45	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2136	x000tg0939	x000tg0939	55	0	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2137	x000tg0962	x000tg0962	30	5	1	80	1	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2138	x000tg5229	x000tg5229	30	0	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2139	x000tg0963	x000tg0963	35	0	1	80	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2140	x000tg0272	x000tg0272	30	1	1	80	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2141	x000tg5043	x000tg5043	30	5	1	80	1	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2142	x000tg5220	x000tg5220	40	3	1	75	1	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2143	x000tg5028	x000tg5028	35	4	1	65	1	0	20	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2144	x000tg5161	x000tg5161	30	2	19	100	2	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2145	x000tg5034	x000tg5034	70	2	8	100	2	0	0	2	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2146	x000tg5034	x000tg5034	70	2	8	100	2	0	0	3	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2147	x000tg5321	x000tg5321	50	0	2	85	3	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2148	x000tg1257	x000tg1257	60	7	1	80	2	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2149	x000tg0990	x000tg0990	60	7	1	80	2	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2150	x000tg5083	x000tg5083	50	0	2	80	3	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2151	x000tg5092	x000tg5092	55	0	1	80	3	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2152	x000tg5092	x000tg5092	50	0	1	80	3	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2153	x000tg1469	x000tg1469	70	2	1	75	2	0	85	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2154	x000tg1469	x000tg1469	70	2	1	75	2	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2155	x000tg0993	x000tg0993	45	6	1	80	2	0	85	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2156	x000tg5011	x000tg5011	10	2	6	100	2	28	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2157	x000tg5011	x000tg5011	10	2	6	100	2	60	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2158	x000tg5229	x000tg5229	55	5	1	80	3	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2159	x000tg5056	x000tg5056	50	6	1	80	2	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2160	x000tg5056	x000tg5056	55	6	1	80	2	0	90	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2161	x000tg5056	x000tg5056	40	6	1	80	1	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2162	x000tg5220	x000tg5220	40	7	1	75	1	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2163	x000tg5219	x000tg5219	40	4	1	75	1	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2164	x000tg5069	x000tg5069	50	0	1	85	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2165	x160tgc229	x160tgc229	35	0	1	80	3	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2166	x160tgc227	x160tgc227	40	0	1	80	3	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2167	x000tg4063	x000tg4063	40	5	1	80	1	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2168	x000tg1365	x000tg1365	40	5	1	80	1	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2169	x000tg5043	x000tg5043	40	5	1	80	1	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2170	x000tg0466	x000tg0466	55	2	1	95	1	0	110	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2171	x000tg4093	x000tg4093	60	2	1	80	1	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2172	x000tg5083	x000tg5083	30	0	2	80	3	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2173	x000tg0467	x000tg0467	40	1	1	80	1	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2174	x160tgc255	x160tgc255	50	4	23	80	3	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2175	x000tg0939	x000tg0939	50	0	1	80	3	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa2176	x000tg0468	x000tg0468	50	0	1	80	2	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa2177	x000tg5057	x000tg5057	50	0	1	70	3	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa3001	x000tg5801	x000tg5801	90	2	1	95	1	0	250	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa3002	x000tg5802	x000tg5802	90	2	1	95	1	0	250	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa3003	x000tg5803	x000tg5803	90	2	1	95	1	0	250	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa3004	x000tg5804	x000tg5804	90	2	1	95	1	0	250	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5001	x000tg5201	x000tg5201	30	0	1	75	3	0	15	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5002	x000tg5202	x000tg5202	50	0	1	80	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5003	x000tg5203	x000tg5203	50	0	1	80	3	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5004	x000tg5204	x000tg5204	50	0	1	80	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5005	x000tg5205	x000tg5205	65	0	1	80	3	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5006	x000tg5011	x000tg5011	10	2	6	100	1	60	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5007	x000tg5207	x000tg5207	60	0	1	80	2	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5008	x000tg5208	x000tg5208	50	7	1	80	1	0	50	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5009	x000tg5209	x000tg5209	65	0	1	80	2	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5010	x000tg5210	x000tg5210	50	0	1	80	3	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5011	x000tg5211	x000tg5211	55	0	1	80	3	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5012	x000tg5212	x000tg5212	40	0	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5013	x001tg5213	x000tg5213	40	0	1	80	3	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	True
g000aa5014	x000tg5214	x000tg5214	55	0	15	80	3	0	115	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5015	x000tg5215	x000tg5215	20	0	1	80	3	0	130	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5016	x000tg5216	x000tg5216	40	0	1	80	3	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5017	x000tg5217	x000tg5217	30	0	1	80	3	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5018	x000tg5218	x000tg5218	50	0	1	80	2	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5019	x000tg5219	x000tg5219	40	4	1	75	1	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5020	x000tg5220	x000tg5220	40	7	1	75	1	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5021	x000tg5221	x000tg5221	40	5	1	75	1	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5022	x000tg5222	x000tg5222	40	2	1	75	1	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5023	x000tg5223	x000tg5223	40	4	1	75	1	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5024	x000tg5224	x000tg5224	50	0	1	80	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5025	x000tg5225	x000tg5225	20	6	9	60	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5026	x000tg4037	x000tg4037	20	5	2	60	1	0	20	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5027	x000tg5227	x000tg5227	40	0	1	80	3	0	120	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5028	x000tg5228	x000tg5228	50	0	1	80	3	0	40	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5029	x000tg5229	x000tg5229	70	0	1	80	3	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5030	x000tg5230	x000tg5230	65	0	1	80	3	0	25	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5031	x000tg5231	x000tg5231	75	0	1	80	3	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5032	x000tg5232	x000tg5232	40	0	1	80	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5033	x000tg5233	x000tg5233	50	0	2	75	3	0	35	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5034	x000tg5234	x000tg5234	30	4	23	80	3	0	5	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5035	x000tg5235	x000tg5235	35	0	1	80	3	0	120	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5036	x000tg5236	x000tg5236	35	0	1	80	3	0	130	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5037	x000tg5237	x000tg5237	70	0	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5038	x000tg5238	x000tg5238	65	0	1	80	3	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5039	x000tg5239	x000tg5239	50	0	1	80	3	0	55	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5040	x000tg5240	x000tg5240	40	0	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5526	x000tg5726	x000tg5726	20	1	3	50	1	0	0	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5531	x080tg0012	x080tg0012	75	3	12	80	3	0	20	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5533	x080tg0003	x080tg0003	50	1	3	80	3	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5535	x080tg0012	x080tg0012	35	3	12	90	3	0	35	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa5536	x080tg0003	x080tg0003	35	0	3	50	3	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6001	x000tg5301	x000tg5301	60	4	1	90	2	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6002	x000tg5302	x000tg5302	65	2	1	90	1	0	150	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6003	x000tg5303	x000tg5303	60	7	1	80	2	0	30	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6004	x000tg5304	x000tg5304	30	3	12	60	1	0	10	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6005	x000tg5305	x000tg5305	40	7	1	80	1	0	70	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6006	x000tg5306	x000tg5306	40	6	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6007	x000tg5307	x000tg5307	60	2	17	100	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6008	x000tg5308	x000tg5308	60	0	1	90	3	0	75	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6009	x000tg5309	x000tg5309	40	3	2	80	1	0	45	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6010	x000tg5310	x000tg5310	50	2	1	90	3	0	150	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6011	x000tg5311	x000tg5311	50	2	1	80	3	0	150	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6012	x000tg5312	x000tg5312	30	0	1	80	3	0	100	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6013	x000tg5313	x000tg5313	40	3	17	100	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6014	x000tg5314	x000tg5314	90	3	17	100	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6015	x000tg5315	x000tg5315	50	2	1	80	3	0	120	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6016	x000tg5316	x000tg5316	50	2	1	80	3	0	150	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6017	x000tg5317	x000tg5317	50	0	15	80	3	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6018	x000tg5318	x000tg5318	60	2	1	95	1	0	125	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6019	x000tg5319	x000tg5319	50	3	2	80	1	0	60	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6020	x000tg5320	x000tg5320	50	0	1	80	3	0	80	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6021	x000tg5321	x000tg5321	50	0	2	80	3	0	65	0	g000000000	False	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6501	x080tg0003	x080tg0003	60	1	3	90	2	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6502	x080tg0003	x080tg0003	65	1	3	40	1	0	0	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6510	x080tg0012	x080tg0012	50	3	12	90	3	0	50	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
g000aa6516	x080tg0012	x080tg0012	50	3	12	90	3	0	60	0	g000000000	True	0	g000000000	g000000000	g000000000	g000000000	False
