UNIT_ID	UNIT_CAT	LEVEL	SUBRACE	BRANCH	SIZE_SMALL	ATTACK_ID	XP_KILLED	XP_NEXT	LEADERSHIP	WATER_ONLY	REACH
g003uu5031	0	3	1	0	True	g002aa5031	200	950	0	False	3
g003uu6108	0	4	1	0	True	g003aa0003	270	1950	0	False	3
g003uu8050	0	5	1	0	True	g003aa0004	400	2250	0	False	3
g002uu0025	0	1	5	7	False	g001aa0025	200	600	0	False	3
g002uu0105	0	1	5	7	False	g001aa0075	90	450	1	False	1
g002uu5026	0	1	5	7	True	g001aa5026	100	500	0	False	1
g003uu0023	0	4	1	0	True	g002aa0023	250	1000	1	False	3
g003uu5001	0	1	1	0	True	g000aa2131	20	80	0	False	3
g003uu5002	0	2	1	0	True	g003aa0001	20	550	0	False	3
g003uu5003	0	3	1	0	True	g003aa0002	150	1100	0	False	3
g003uu5012	0	3	2	0	True	g002aa5012	230	1150	0	False	3
g003uu5013	0	2	2	0	True	g002aa5013	80	650	0	False	3
g003uu5014	0	4	2	0	True	g002aa5014	278	1825	0	False	3
g001uu3002	0	1	4	7	True	g000aa3002	8000	9000	6	False	1
g001uu3003	0	1	3	7	True	g000aa3003	8000	9000	6	False	1
g001uu3004	0	1	2	7	True	g000aa3004	8000	9000	6	False	1
g002uu8037	0	1	14	7	False	g000aa8037	90	365	1	False	3
g002uu8038	0	1	14	7	False	g000aa8038	170	1360	1	False	3
g002uu8039	0	1	14	7	False	g000aa8039	780	3115	1	False	1
g004uu6120	0	1	3	3	True	g001aa0171	210	666	0	False	2
g004uu6101	0	2	3	3	True	g004aa6001	300	999	0	False	1
g004uu5039	0	1	4	0	True	g004aa5039	131	700	0	False	3
g004uu8005	0	2	4	0	True	g004aa8005	315	1000	0	False	2
g001uu0050	0	1	4	7	True	g000aa0050	385	1550	1	False	1
g000uu2001	0	5	4	3	False	g000aa2001	1175	4250	0	False	3
g000uu2002	0	4	14	3	True	g001aa2002	310	2300	0	False	2
g000uu2003	0	3	3	0	True	g000aa2003	110	950	0	False	2
g000uu2004	0	4	3	0	True	g000aa2004	200	1650	0	False	2
g000uu8155	0	5	2	3	False	g000aa2005	1200	4600	0	False	1
g000uu2006	0	1	11	0	True	g000aa2006	80	600	0	False	2
g000uu2007	0	3	2	1	True	g001aa2067	130	1050	0	False	2
g000uu2008	0	4	2	1	True	g001aa2068	270	1700	0	False	1
g000uu2009	0	3	1	1	True	g000aa2009	145	1350	0	False	3
g000uu2010	0	4	1	1	True	g000aa2010	195	2450	0	False	3
g000uu2011	0	4	4	0	True	g000aa2011	220	2275	0	False	3
g000uu7502	2	1	5	5	False	g005aa6011	535	2800	6	False	3
g005uu6111	0	1	5	0	False	g005aa6011	535	2800	0	False	3
g000uu7503	2	1	5	5	False	g005aa6002	1660	6000	6	False	1
g005uu6002	0	1	5	0	False	g005aa6002	1660	6000	0	False	1
g000uu7504	2	1	5	5	False	g005aa8001	650	2600	6	False	1
g005uu8001	0	1	5	0	False	g005aa8001	650	2600	0	False	1
g000uu7500	2	1	5	5	False	g000aa2001	1175	4250	6	False	3
g000uu7501	2	1	5	5	False	g000aa2005	1200	4600	6	False	1
g000uu2012	0	3	14	0	True	g000aa2012	165	1250	0	False	2
g000uu2013	0	4	14	1	True	g000aa2013	230	1600	0	False	3
g000uu2014	0	2	1	0	True	g000aa2014	61	480	0	False	3
g000uu2015	0	3	1	0	True	g000aa2015	121	960	0	False	3
g000uu2016	0	4	1	0	True	g000aa2016	211	1840	0	False	3
g000uu2017	0	5	1	0	True	g000aa2017	325	2275	0	False	3
g000uu8156	0	5	3	2	True	g000aa2018	140	1800	0	False	2
g000uu2019	0	5	2	2	True	g000aa2019	270	2240	0	False	2
g000uu7505	2	1	5	5	False	g000aa0075	90	350	6	False	1
g000uu7506	2	1	5	5	False	g000aa0076	105	425	6	False	3
g000uu7507	2	1	5	5	False	g000aa0077	800	3200	6	False	1
g000uu7508	2	1	5	5	False	g000aa0024	95	375	6	False	3
g000uu7509	2	1	5	5	False	g000aa0025	600	2400	6	False	1
g000uu7510	2	1	5	5	False	g000aa0049	40	160	6	False	3
g000uu7511	2	1	5	5	False	g000aa0051	435	3000	6	False	3
g000uu7512	2	1	5	5	True	g000aa0101	35	140	6	False	3
g000uu7513	2	1	5	5	False	g000aa0102	90	350	6	False	3
g000uu7514	2	1	5	5	True	g000aa0103	310	1225	6	False	1
g000uu7515	2	1	5	5	False	g000aa0104	400	3100	6	False	3
g000uu7516	2	1	5	5	True	g000aa8036	20	75	6	False	3
g000uu7517	2	1	5	5	False	g000aa8037	90	365	6	False	3
g000uu7518	2	1	5	5	False	g000aa8038	170	1360	6	False	3
g000uu7519	2	1	5	5	False	g000aa8039	780	3115	6	False	1
g000uu2020	0	4	4	1	True	g000aa2020	235	2000	0	False	1
g000uu7520	2	1	5	5	False	g006aa0016	1195	4300	6	False	1
g000uu7521	2	1	7	5	True	g001aa2002	310	2300	6	False	2
g000uu7522	2	1	11	5	True	g000aa2006	80	600	6	True	2
g000uu7523	2	1	5	5	True	g000aa2003	110	950	6	False	2
g000uu7524	2	1	5	5	True	g000aa2004	200	1650	6	False	2
g000uu7525	2	1	6	5	True	g000aa2015	121	960	6	False	3
g000uu7526	2	1	6	5	True	g000aa2016	211	1840	6	False	3
g000uu7527	2	1	6	5	True	g000aa2017	325	2275	6	False	3
g000uu7528	2	1	5	5	True	g001aa2067	130	1050	6	False	2
g000uu7529	2	1	7	5	True	g000aa2013	230	1600	6	False	3
g000uu7530	2	1	5	5	True	g006aa0020	475	3300	6	False	1
g006uu1026	0	1	5	0	True	g006aa0020	475	3300	0	False	1
g006uu1016	0	1	5	0	False	g006aa0016	1195	4300	0	False	1
g000uu7534	2	1	5	5	True	g000aa2011	220	2275	6	False	3
g000uu7531	2	1	5	5	True	g000aa0028	140	1200	6	False	1
g000uu7532	2	1	5	5	True	g000aa2018	140	1800	6	False	2
g000uu7533	2	1	13	5	True	g006aa0030	25	195	6	False	3
g006uu1030	0	1	13	0	True	g006aa0030	25	195	0	False	3
g006uu1128	0	3	4	1	True	g000aa2028	140	1200	0	False	1
g000uu2021	0	1	6	0	True	g001aa2021	440	2600	0	False	1
g000uu2022	0	1	5	0	True	g001aa2022	530	2500	0	False	2
g000uu8151	0	1	7	0	True	g000aa2023	180	1450	0	False	3
g000uu7535	2	1	7	5	True	g000aa2023	180	1450	6	False	3
g000uu8153	0	1	5	0	True	g000aa2024	410	3000	0	False	3
g000uu8157	0	1	8	0	True	g000aa2025	140	750	0	False	1
g000uu8137	0	1	11	0	True	g000aa2026	105	850	0	True	2
g000uu8138	2	1	11	5	True	g000aa2026	105	850	6	True	2
g000uu8166	0	1	5	0	False	g001aa2027	750	2850	0	False	3
g000uu8158	0	1	5	0	False	g000aa2029	675	2575	0	False	1
g000uu8159	0	1	5	0	False	g000aa2030	675	2575	0	False	3
g000uu8160	0	1	5	0	False	g000aa2031	675	2575	0	False	3
g000uu8161	0	1	5	0	False	g000aa2032	675	2575	0	False	1
g000uu8162	2	1	5	5	False	g000aa2029	675	2575	6	False	1
g000uu8163	2	1	5	5	False	g000aa2030	675	2575	6	False	3
g000uu8164	2	1	5	5	False	g000aa2031	675	2575	6	False	3
g000uu8165	2	1	5	5	False	g000aa2032	675	2575	6	False	1
g000uu8167	2	1	5	5	False	g001aa2027	750	2850	6	False	3
g000uu8171	0	1	5	0	True	g000aa2033	100	1050	0	False	2
g000uu8168	0	1	5	0	True	g000aa2034	100	1050	0	False	1
g000uu8169	0	1	5	0	True	g000aa2035	100	1050	0	False	1
g000uu8170	0	1	5	0	True	g000aa2036	100	1050	0	False	2
g000uu8172	0	1	5	0	False	g000aa2038	900	3600	0	False	1
g000uu8173	0	1	5	0	False	g000aa2037	900	3600	0	False	1
g000uu8174	0	1	5	0	True	g000aa2040	160	1600	0	False	2
g000uu8175	0	1	5	0	True	g000aa2039	160	1600	0	False	2
g000uu8176	2	1	5	5	False	g000aa2038	900	3550	6	False	1
g000uu8177	2	1	5	5	False	g000aa2037	900	3550	6	False	1
g000uu8178	4	1	5	7	False	g000aa2038	900	3550	1	False	1
g000uu8179	4	1	5	7	False	g000aa2037	900	3550	1	False	1
g000uu8180	4	1	5	7	False	g000aa2029	675	2575	1	False	1
g000uu8181	4	1	5	7	False	g000aa2030	675	2575	1	False	3
g000uu8182	4	1	5	7	False	g000aa2031	675	2575	1	False	3
g000uu8183	4	1	5	7	False	g000aa2032	675	2575	1	False	1
g000uu8184	4	1	5	7	False	g001aa2027	750	2850	1	False	3
g000uu8185	0	4	1	2	True	g000aa2041	240	2000	0	False	2
g000uu8186	0	1	5	0	False	g000aa2042	900	3550	0	False	1
g000uu8189	0	1	5	0	False	g000aa2043	335	1100	0	False	1
g000uu8190	0	1	5	0	True	g000aa2044	65	500	0	False	1
g000uu8187	2	1	5	5	False	g000aa2042	900	3550	6	False	1
g000uu8188	4	1	5	7	False	g000aa2042	900	3550	1	False	1
g000uu8191	2	1	6	5	True	g000aa2041	240	2000	6	False	2
g000uu8192	0	4	3	3	False	g000aa2045	550	2700	0	False	3
g000uu8193	2	1	5	5	False	g000aa2045	550	2700	6	False	3
g000uu8194	0	5	3	3	False	g000aa2046	950	3625	0	False	2
g000uu8195	2	1	5	5	False	g000aa2046	950	3625	6	False	2
g000uu8196	0	1	8	0	True	g000aa2047	18	60	0	False	2
g000uu8197	0	1	9	0	False	g000aa2048	1440	7000	0	False	1
g000uu8198	2	1	9	5	False	g000aa2048	1440	7000	6	False	1
g000uu8199	0	1	5	0	True	g000aa2049	100	795	0	False	3
g000uu8200	2	1	5	5	True	g000aa2049	100	795	6	False	3
g000uu8201	0	1	5	0	True	g000aa2050	75	575	0	False	1
g000uu8202	2	1	5	5	True	g000aa2050	75	575	6	False	1
g000uu8203	0	1	5	0	True	g000aa2051	1600	9800	0	False	1
g000uu8204	2	1	5	5	True	g000aa2051	1600	9800	6	False	1
g000uu8205	0	1	7	0	True	g000aa2052	650	3925	0	False	1
g000uu8206	2	1	7	5	True	g000aa2052	650	3925	6	False	1
g000uu8207	0	5	2	0	True	g000aa2053	350	2250	0	False	3
g000uu8208	2	1	5	5	True	g000aa2053	350	2250	6	False	3
g000uu8209	0	1	5	0	False	g000aa2054	650	2000	0	False	2
g000uu8210	2	1	5	5	False	g000aa2054	650	2000	6	False	2
g000uu8211	2	1	5	5	False	g000aa2043	335	1100	6	False	1
g000uu8212	0	3	14	4	False	g000aa2055	400	2250	0	False	3
g000uu8213	0	1	8	0	True	g001aa2056	160	1250	0	False	1
g000uu8214	0	4	14	3	True	g001aa2057	340	2175	0	False	2
g000uu8215	2	1	7	5	True	g001aa2057	340	2175	6	False	2
g000uu8216	0	1	9	0	False	g000aa2058	1485	7225	0	False	1
g000uu8217	2	1	9	5	False	g000aa2058	1485	7225	6	False	1
g000uu8218	0	1	5	0	True	g001aa2059	145	1625	0	False	1
g000uu8219	0	1	5	0	True	g000aa2060	695	3200	0	False	1
g000uu8220	0	1	6	0	True	g001aa2061	47	125	0	False	2
g000uu8221	0	1	5	0	True	g000aa2062	460	3650	0	False	3
g000uu8222	2	1	5	5	True	g001aa2059	145	1625	6	False	1
g000uu8223	2	1	5	5	True	g000aa2060	695	3200	6	False	1
g000uu8224	0	3	4	3	False	g000aa2063	385	1925	0	False	3
g000uu8225	0	4	4	3	False	g000aa2064	800	3000	0	False	2
g000uu8226	2	1	5	5	False	g000aa2064	800	3000	6	False	2
g000uu8227	0	3	14	2	True	g000aa2065	140	1375	0	False	1
g000uu8228	2	1	7	5	True	g000aa2065	140	1375	6	False	1
g000uu8229	0	1	10	0	False	g000aa2066	260	1300	0	False	3
g000uu8230	2	1	10	5	False	g000aa2066	260	1300	6	True	3
g000uu8231	0	1	6	0	True	g000aa2069	650	4300	0	False	3
g000uu8232	2	1	6	5	True	g000aa2069	650	4300	6	False	3
g000uu8233	0	5	14	1	True	g000aa2070	350	2150	0	False	3
g000uu8234	2	1	7	5	True	g000aa2070	350	2150	6	False	3
g000uu8035	0	1	7	0	True	g002aa8035	315	2100	0	False	1
g000uu8236	2	1	5	5	True	g000aa2071	265	2675	6	False	2
g001uu8236	0	5	3	2	True	g000aa2071	265	2675	0	False	2
g000uu8237	0	1	5	0	True	g000aa2072	170	1575	0	False	2
g000uu8238	2	1	6	5	True	g000aa2073	400	2450	6	False	2
g001uu8238	0	5	1	2	True	g000aa2073	400	2450	0	False	2
g000uu8239	2	1	5	5	True	g000aa2074	350	2600	6	False	1
g001uu8239	0	5	2	2	True	g000aa2074	350	2600	0	False	1
g000uu8240	2	1	7	5	True	g000aa2077	160	1850	6	False	2
g001uu8240	0	4	14	0	True	g000aa2077	160	1850	0	False	2
g000uu8241	2	1	7	5	True	g000aa8027	125	1225	6	False	1
g000uu8242	2	1	5	5	True	g000aa2078	260	1900	6	False	2
g001uu0171	0	1	5	0	True	g000aa2079	120	1800	0	False	2
g001uu8242	0	4	3	2	True	g000aa2078	260	1900	0	False	2
g000uu8243	2	1	5	5	True	g000aa2080	470	3500	6	False	1
g001uu8243	0	5	4	0	True	g000aa2080	470	3500	0	False	1
g000uu8254	0	4	3	0	True	g000aa2081	225	1525	0	False	3
g000uu8244	0	1	6	0	True	g000aa2082	350	2250	0	False	3
g000uu8245	0	1	6	0	True	g000aa2083	1150	4500	0	False	1
g000uu8246	0	1	6	0	True	g000aa2084	60	600	0	False	1
g000uu8247	0	1	12	0	True	g000aa2085	155	1225	0	False	3
g000uu8248	2	1	1	5	True	g000aa0021	60	160	4	False	1
g000uu8249	2	1	4	5	True	g000aa0046	85	185	4	False	1
g000uu8250	2	1	3	5	True	g000aa0072	60	160	4	False	1
g000uu8251	2	1	14	5	True	g000aa8010	66	160	4	False	1
g000uu8252	2	1	2	5	True	g000aa0097	65	160	4	False	1
g000uu8253	2	1	2	5	True	g000aa0098	65	185	4	False	1
g000uu8255	2	1	5	5	True	g000aa2086	325	2900	6	False	2
g000uu8256	0	1	5	0	False	g000aa2087	1500	5475	0	False	1
g000uu8257	2	1	6	5	True	g000aa2088	570	4000	6	False	1
g000uu8258	0	4	14	2	True	g000aa2092	325	2575	0	False	1
g000uu8259	2	1	5	5	False	g000aa2091	1505	5600	6	False	1
g000uu8260	2	1	5	5	True	g000aa2089	590	4200	6	False	1
g000uu8261	2	1	5	5	True	g000aa2090	595	4300	6	False	1
g000uu8262	2	1	12	5	True	g000aa2093	505	2650	6	False	1
g000uu8263	0	1	5	0	True	g000aa2094	520	2725	0	False	1
g000uu8264	0	1	6	0	True	g000aa2095	525	2750	0	False	1
g000uu8265	0	1	7	0	True	g000aa2096	525	2750	0	False	1
g000uu8266	0	1	5	0	True	g000aa2097	520	2700	0	False	1
g001uu8255	0	1	5	0	True	g000aa2086	325	2900	0	False	2
g001uu8257	0	1	6	0	True	g000aa2088	570	4000	0	False	1
g001uu8260	0	1	5	0	True	g000aa2089	590	4200	0	False	1
g001uu8261	0	1	5	0	True	g000aa2090	595	4300	0	False	1
g001uu8259	0	1	5	0	False	g000aa2091	1505	5600	0	False	1
g001uu8262	0	1	12	0	True	g000aa2093	505	2650	0	False	1
g001uu8267	0	3	2	1	True	g000aa2098	105	1000	0	False	2
g000uu8267	2	1	5	5	True	g000aa2098	105	1000	6	False	2
g000uu8268	2	1	10	5	False	g000aa2099	1775	8550	6	False	1
g000uu8269	2	1	9	5	False	g000aa2100	1550	7500	6	False	1
g000uu8270	2	1	5	5	False	g000aa2101	1900	9000	6	False	1
g000uu8271	2	1	8	5	False	g000aa2102	325	1600	6	False	3
g001uu8268	0	1	10	0	False	g000aa2099	1775	8550	0	False	1
g001uu8269	0	1	9	0	False	g000aa2100	1550	7500	0	False	1
g001uu8270	0	1	5	0	False	g000aa2101	1900	9000	0	False	1
g001uu8271	0	1	8	0	False	g000aa2102	325	1600	0	False	3
g000uu8272	2	1	5	5	False	g000aa2103	810	2600	6	False	2
g001uu8272	0	3	3	1	False	g000aa2103	810	2600	0	False	2
g000uu8273	0	1	5	0	False	g000aa2104	21	105	0	False	3
g000uu8274	0	1	10	0	True	g000aa2105	145	1425	0	False	2
g000uu8275	0	1	10	0	True	g000aa2106	340	2500	0	False	1
g000uu8276	0	1	6	0	True	g000aa2107	230	1175	0	False	3
g000uu8277	0	1	6	0	True	g000aa2108	245	1700	0	False	3
g000uu8278	0	1	6	0	True	g000aa2109	360	2100	0	False	3
g000uu8279	2	1	13	5	True	g000aa2115	94	730	6	False	3
g000uu8280	2	1	13	5	False	g000aa2110	475	2400	6	False	1
g000uu8281	2	1	13	5	False	g000aa2111	423	2150	6	False	3
g000uu8282	2	1	13	5	True	g000aa2112	150	700	6	False	2
g000uu8283	2	1	13	5	True	g000aa2113	156	725	6	False	3
g000uu8284	2	1	13	5	True	g000aa2114	157	730	6	False	3
g001uu8280	0	1	13	0	False	g000aa2110	475	2400	0	False	1
g001uu8281	0	1	13	0	False	g000aa2111	423	2150	0	False	3
g001uu8282	0	1	13	0	True	g000aa2112	150	700	0	False	2
g001uu8283	0	1	13	0	True	g000aa2113	156	725	0	False	3
g001uu8284	0	1	13	0	True	g000aa2114	157	730	0	False	3
g000uu8285	2	1	8	5	True	g002aa5013	80	650	6	False	3
g000uu8286	2	1	8	5	True	g002aa5012	230	1150	6	False	3
g000uu8287	2	1	5	5	False	g002aa8037	90	500	6	False	2
g000uu8288	2	1	5	5	False	g002aa8038	170	1250	6	False	2
g000uu8289	2	1	5	5	False	g002aa8039	350	2500	6	False	1
g000uu8290	2	1	6	5	True	g003aa0002	150	1100	6	False	3
g000uu8291	2	1	6	5	True	g002aa5030	110	500	6	False	3
g000uu8292	2	1	6	5	True	g002aa5031	200	950	6	False	3
g000uu8293	2	1	6	5	True	g002aa0023	250	1000	6	False	3
g000uu8294	2	1	6	5	True	g000aa2010	195	2450	6	False	3
g000uu8295	2	1	6	5	True	g003aa0003	270	1950	6	False	3
g000uu8296	2	1	13	5	True	g004aa5039	131	700	6	False	3
g000uu8297	2	1	5	5	True	g004aa8005	315	1000	6	False	2
g000uu8298	2	1	6	5	True	g000aa2117	1850	8800	6	False	2
g000uu8299	2	1	5	5	True	g004aa6001	300	999	6	False	1
g000uu8300	2	1	5	5	True	g001aa0171	210	666	6	False	2
g000uu8301	2	1	6	5	True	g000aa2009	145	1350	6	False	3
g000uu8302	2	1	6	5	True	g003aa0004	400	2250	6	False	3
g000uu8303	2	1	5	5	True	g000aa2116	1265	7625	6	False	2
g001uu8279	0	1	13	0	True	g000aa2115	94	730	0	False	3
g000uu7536	2	1	5	5	True	g001aa5026	100	500	6	True	1
g000uu7537	2	1	5	5	False	g001aa0025	200	600	6	False	3
g000uu7538	2	1	5	5	False	g001aa0075	90	450	6	False	1
g001uu8303	0	1	5	0	True	g000aa2116	1085	6625	0	False	2
g001uu8298	0	1	6	0	True	g000aa2117	1850	8800	0	False	2
g000uu8304	0	1	5	0	True	g000aa2118	605	4350	0	False	1
g000uu8305	0	1	5	0	True	g000aa2119	730	5225	0	False	2
g000uu8306	0	1	6	0	True	g000aa2120	215	1050	0	False	3
g000uu8307	2	1	5	5	True	g000aa2121	4740	9975	6	False	1
g001uu8307	0	1	5	0	True	g000aa2121	4740	9975	0	False	1
g000uu8308	2	1	10	5	True	g000aa2122	20	75	6	False	3
g000uu8309	2	1	10	5	False	g000aa2123	90	350	6	False	2
g001uu8308	0	1	10	0	True	g000aa2122	20	75	0	False	3
g001uu8309	0	1	10	0	False	g000aa2123	90	350	0	False	2
g000uu8310	0	2	1	0	True	g000aa2124	61	505	0	False	2
g000uu8311	0	3	1	0	True	g000aa2125	110	1000	0	False	2
g000uu8312	2	1	6	5	True	g000aa2126	163	1625	6	False	2
g000uu8313	2	1	6	5	True	g000aa2128	325	2200	6	False	3
g000uu8314	2	1	5	5	True	g000aa2127	245	1450	6	False	3
g001uu8312	0	4	1	0	True	g000aa2126	163	1625	0	False	2
g001uu8313	0	5	1	0	True	g000aa2128	325	2200	0	False	3
g001uu8314	0	4	2	0	True	g000aa2127	245	1450	0	False	3
g000uu7539	2	1	8	5	True	g000aa2130	25	95	6	False	3
g000uu7540	0	4	2	0	True	g000aa2129	283	1875	0	False	3
g001uu7539	0	1	2	0	True	g000aa2130	25	95	6	False	3
g000uu7541	2	1	5	5	False	g000aa2132	1150	4150	6	False	3
g001uu7541	0	1	5	0	False	g000aa2132	1150	4150	0	False	3
g000uu7542	0	2	2	2	True	g000aa2133	65	550	0	False	2
g000uu7543	2	1	6	5	True	g000aa2134	280	1500	6	False	3
g000uu5300	2	1	6	5	True	g000aa0023	25	95	6	False	3
g000uu5301	2	1	5	5	True	g000aa0048	50	120	6	False	3
g000uu5302	2	1	5	5	True	g000aa0074	25	95	6	False	3
g000uu5303	2	1	5	5	True	g000aa0100	25	95	6	False	3
g000uu5304	2	1	7	5	True	g000aa8013	24	95	6	False	3
g000uu7544	0	1	6	0	True	g000aa2135	295	2300	0	False	1
g001uu7543	0	4	1	0	True	g000aa2134	280	1500	0	False	3
